formula,hform,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData range Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData minimum NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData maximum NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,DemlData maximum atom_radius,DemlData minimum molar_vol,DemlData maximum heat_fusion,DemlData minimum heat_cap,DemlData mean heat_cap,DemlData minimum first_ioniz,DemlData mean electric_pol,DemlData minimum GGAU_Etot,DemlData maximum GGAU_Etot,DemlData range GGAU_Etot,DemlData minimum FERE correction,DemlData maximum FERE correction,DemlData range FERE correction,PymatgenData maximum block,PymatgenData range block,PymatgenData mean block,PymatgenData std_dev block,PymatgenData minimum electrical_resistivity,PymatgenData maximum electrical_resistivity,PymatgenData minimum velocity_of_sound,PymatgenData mean velocity_of_sound,PymatgenData maximum thermal_conductivity,PymatgenData minimum bulk_modulus,PymatgenData mean bulk_modulus,PymatgenData minimum coefficient_of_linear_thermal_expansion,0-norm,2-norm,frac p valence electrons
Zr3O8Te,-2.606444259705201,8.0,52.0,44.0,19.666666666666668,8.0,44.0,90.0,76.5,16.25,87.0,54.8,2128.0,628.755,54.8,3.0,175.0,109.0,3.44,2.11,2.8008333333333333,3.44,2.0,2.0,2.0,0.0,4.0,1.5,10.0,10.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,0.75,2.0,8.0,0.0,2.0,3.5,34.7633333333,14.76569444444167,0.0,0.464,0.0,0.0,12.0,194.0,69.16666666666667,76.22222222222223,155,14.02,21000.0,25.36,28.0695,640100,5.468,-6.6,-3.14,3.4599999999999995,-0.1103408197224911,0.725294373888687,0.8356351936111781,3.0,1.0,2.25,0.6210590034081188,4.21e-07,24391195280670.85,317.5,1379.1666666666667,23.0,65.0,88.64468599033815,5.7e-06,3,0.7168604389202189,0.4736842105263158
Zr3S2,-1.2413846788075844,16.0,40.0,24.0,30.4,40.0,44.0,88.0,61.6,21.12,44.0,388.36,2128.0,1432.144,2128.0,2.0,175.0,70.0,2.58,1.25,1.83,1.33,2.0,2.0,2.0,0.0,4.0,1.9200000000000004,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.9600000000000002,0.0,8.0,8.0,2.0,5.6,25.786875,24.23175,0.0,2.202,0.0,0.0,70.0,194.0,144.4,59.52,155,14.02,21000.0,22.75,24.316,640100,11.9,-6.6,-4.06,2.54,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.6,0.7071067811865476,4.21e-07,2000000000000000.0,3505.7375,3682.295,23.0,7.7,57.55652173913042,5.7e-06,2,0.7211102550927979,0.3333333333333333
Zr3Se2,-1.068932955779036,34.0,40.0,6.0,37.6,40.0,44.0,89.0,62.0,21.6,44.0,494.0,2128.0,1474.4,2128.0,1.0,175.0,55.0,2.55,1.2199999999999998,1.818,1.33,2.0,2.0,2.0,0.0,4.0,1.9200000000000004,10.0,8.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,0.9600000000000002,0.0,8.0,8.0,2.0,5.6,25.92,24.285000000000004,0.0,0.799,0.0,0.0,14.0,194.0,122.0,86.4,155,14.02,21000.0,25.36,25.3612,640100,12.248,-6.6,-3.48,3.12,-0.0699999999999998,0.725294373888687,0.7952943738886868,3.0,1.0,2.6,0.7071067811865476,4.21e-07,24391195280670.85,3350.0,3620.0,23.0,8.3,57.796521739130434,5.7e-06,2,0.7211102550927979,0.1818181818181818
Zr3Te2,-0.7375028948439741,40.0,52.0,12.0,44.8,40.0,44.0,90.0,62.4,22.08,44.0,722.66,2128.0,1565.864,2128.0,0.0,175.0,37.0,2.1,0.77,1.6380000000000003,1.33,2.0,2.0,2.0,0.0,4.0,1.9200000000000004,10.0,8.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,0.9600000000000002,0.0,8.0,8.0,2.0,5.6,34.7633333333,27.82233333332,0.0,0.464,0.0,0.0,152.0,194.0,177.2,20.160000000000004,155,14.02,21000.0,25.36,25.508,640100,12.939999999999998,-6.6,-3.14,3.4599999999999995,-0.1103408197224911,0.725294373888687,0.8356351936111781,3.0,1.0,2.6,0.7071067811865476,4.21e-07,0.0001,2610.0,3324.0,23.0,65.0,80.47652173913043,5.7e-06,2,0.7211102550927979,0.1818181818181818
Zr4B3,-0.1975526785591077,5.0,40.0,35.0,25.0,40.0,44.0,72.0,56.0,13.714285714285714,44.0,2128.0,2348.0,2222.285714285714,2128.0,3.0,175.0,91.0,2.04,0.71,1.6342857142857146,1.33,2.0,2.0,2.0,0.0,1.0,0.4897959183673469,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,2.4489795918367347,0.0,8.0,8.0,5.0,6.714285714285714,23.195,16.328214285714285,0.0,1.524,0.0,0.0,166.0,194.0,182.0,13.714285714285714,155,4.39,50000.0,11.087,19.243,640100,15.561905612244898,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,1.0,2.571428571428572,0.7071067811865476,4.21e-07,15000.0,3800.0,9114.285714285714,27.0,90.79420289855072,189.0252587991718,5.7e-06,2,0.7142857142857142,0.1199999999999999
Zr4B3Cl2,-1.0005356834375674,5.0,40.0,35.0,23.22222222222222,40.0,44.0,94.0,64.44444444444444,18.17283950617284,44.0,171.6,2348.0,1766.5777777777778,2128.0,3.0,175.0,91.0,3.16,1.83,1.9733333333333336,1.33,2.0,2.0,2.0,0.0,5.0,1.5802469135802468,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,2.0740740740740744,0.0,8.0,8.0,1.0,5.444444444444445,24.4975,18.14361111111111,0.0,2.493,0.0,0.0,64.0,194.0,155.77777777777777,40.79012345679013,155,4.39,50000.0,11.087,22.511,640100,12.588148809523808,-6.6,-1.79,4.81,0.093176359767253,0.725294373888687,0.632118014121434,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,15000.0,206.0,7134.666666666667,27.0,1.1,147.26409017713365,5.7e-06,3,0.5983516452371671,0.3333333333333333
Zr4B3F2,-1.4451774567119489,5.0,40.0,35.0,21.444444444444443,40.0,44.0,93.0,64.22222222222223,17.975308641975307,44.0,53.5,2348.0,1740.3333333333333,2128.0,3.0,175.0,118.0,3.98,2.65,2.155555555555556,1.33,2.0,2.0,2.0,0.0,5.0,1.5802469135802468,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,2.0740740740740744,0.0,8.0,8.0,1.0,5.444444444444445,23.195,14.856944444444444,0.0,1.97,0.0,0.0,15.0,194.0,144.88888888888889,57.728395061728406,155,4.39,50000.0,11.087,21.923222222222225,640100,12.227482142857143,-6.6,-1.86,4.739999999999999,0.093176359767253,0.725294373888687,0.632118014121434,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,24391195280670.85,3505.7375,7867.9416666666675,27.0,90.79420289855072,167.19613526570046,5.7e-06,3,0.5983516452371671,0.3333333333333333
Zr4B3F2S2,-0.9006696550757312,5.0,40.0,35.0,20.454545454545453,40.0,44.0,93.0,68.54545454545455,17.851239669421485,44.0,53.5,2348.0,1494.5200000000002,2128.0,3.0,175.0,118.0,3.98,2.65,2.232727272727273,1.33,2.0,2.0,2.0,0.0,5.0,1.884297520661157,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,1.7190082644628095,0.0,8.0,8.0,1.0,4.818181818181818,25.786875,16.844204545454545,0.0,2.202,0.0,0.0,15.0,194.0,131.27272727272728,64.56198347107437,155,4.39,50000.0,11.087,22.073545454545453,640100,10.531576298701298,-6.6,-1.86,4.739999999999999,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.363636363636364,0.5640760748177661,4.21e-07,2000000000000000.0,3505.7375,7074.813636363638,27.0,7.7,138.19683794466405,5.7e-06,4,0.5222329678670935,0.4117647058823529
Zr4B3H2,-0.4178382429564027,1.0,40.0,39.0,19.666666666666668,40.0,44.0,92.0,64.0,17.77777777777778,44.0,14.01,2348.0,1731.5577777777778,2128.0,4.0,175.0,144.0,2.2,0.8700000000000001,1.7600000000000002,1.33,1.0,2.0,2.0,0.0,1.0,0.4444444444444444,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,5.0,2.2222222222222223,0.0,8.0,8.0,1.0,5.444444444444445,23.195,14.169722222222225,0.0,7.853,0.0,0.0,166.0,194.0,184.66666666666663,12.444444444444448,155,4.39,50000.0,11.087,20.88783908045977,640100,14.869136904761904,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,2.0,2.2222222222222223,0.98058067569092,4.21e-07,24391195280670.85,1270.0,7371.111111111111,27.0,90.79420289855072,167.19613526570046,5.7e-06,3,0.5983516452371671,0.1111111111111111
Zr4B3H2O2,-1.0463266741012118,1.0,40.0,39.0,17.545454545454547,40.0,44.0,92.0,68.18181818181819,17.58677685950413,44.0,14.01,2348.0,1426.692727272727,2128.0,4.0,175.0,144.0,3.44,2.11,2.065454545454546,1.33,1.0,2.0,2.0,0.0,4.0,1.0909090909090908,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,1.884297520661157,0.0,8.0,8.0,1.0,4.818181818181818,23.195,13.248863636363636,0.0,7.853,0.0,0.0,12.0,194.0,153.27272727272728,51.37190082644627,155,4.39,50000.0,11.087,22.43150470219436,640100,12.31147564935065,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,2.0,2.1818181818181817,0.8393720596645176,4.21e-07,24391195280670.85,317.5,6088.636363636364,27.0,90.79420289855072,153.3048748353096,5.7e-06,4,0.5222329678670935,0.282051282051282
Zr4B3H2S2,-0.6023335338901693,1.0,40.0,39.0,19.0,40.0,44.0,92.0,68.36363636363636,17.71900826446281,44.0,14.01,2348.0,1487.34,2128.0,4.0,175.0,144.0,2.58,1.25,1.9090909090909087,1.33,1.0,2.0,2.0,0.0,4.0,1.0909090909090908,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,5.0,1.884297520661157,0.0,8.0,8.0,1.0,4.818181818181818,25.786875,16.281931818181818,0.0,7.853,0.0,0.0,70.0,194.0,163.8181818181818,34.11570247933884,155,4.39,50000.0,11.087,21.226413793103447,640100,12.692930194805196,-6.6,-4.027581150943397,2.5724188490566027,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,2.0,2.1818181818181817,0.8393720596645176,4.21e-07,2000000000000000.0,1270.0,6668.315909090909,27.0,7.7,138.19683794466405,5.7e-06,4,0.5222329678670935,0.282051282051282
Zr4B3O2,-1.2960183838070876,5.0,40.0,35.0,21.22222222222222,40.0,44.0,87.0,62.888888888888886,16.790123456790123,44.0,54.8,2348.0,1740.6222222222225,2128.0,3.0,175.0,109.0,3.44,2.11,2.035555555555556,1.33,2.0,2.0,2.0,0.0,4.0,1.2345679012345678,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,1.9259259259259256,0.0,8.0,8.0,2.0,5.666666666666667,23.195,14.723055555555554,0.0,1.524,0.0,0.0,12.0,194.0,144.22222222222223,58.76543209876544,155,4.39,50000.0,11.087,21.49522222222222,640100,12.281926587301587,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,24391195280670.85,317.5,7159.444444444444,27.0,90.79420289855072,167.19613526570046,5.7e-06,3,0.5983516452371671,0.2972972972972973
Zr4B3S2,-0.7628086771042715,5.0,40.0,35.0,23.0,40.0,44.0,88.0,63.11111111111112,16.987654320987655,44.0,388.36,2348.0,1814.746666666667,2128.0,3.0,175.0,91.0,2.58,1.25,1.8444444444444448,1.33,2.0,2.0,2.0,0.0,4.0,1.2345679012345678,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,1.9259259259259256,0.0,8.0,8.0,2.0,5.666666666666667,25.786875,18.43013888888889,0.0,2.202,0.0,0.0,70.0,194.0,157.11111111111111,38.71604938271605,155,4.39,50000.0,11.087,20.02233333333333,640100,12.748148809523808,-6.6,-4.027581150943397,2.5724188490566027,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,2000000000000000.0,3505.7375,7867.9416666666675,27.0,7.7,148.73075684380032,5.7e-06,3,0.5983516452371671,0.2972972972972973
Zr4Br2I2NO3,-2.0538973418934723,7.0,53.0,46.0,30.58333333333333,40.0,44.0,96.0,75.08333333333333,20.722222222222225,44.0,54.8,2128.0,837.0625,2128.0,3.0,175.0,109.0,3.44,2.11,2.4933333333333336,1.33,2.0,2.0,2.0,0.0,5.0,1.9444444444444444,10.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,3.0,0.7777777777777777,0.0,8.0,8.0,1.0,3.75,43.015,23.321145833333336,0.0,6.437,0.0,0.0,12.0,194.0,105.16666666666669,74.02777777777779,155,13.54,21000.0,25.36,39.91316666666667,640100,7.658833333333333,-8.31,-4.027581150943397,4.282418849056604,-0.1999999999999993,0.725294373888687,0.9252943738886864,3.0,1.0,2.333333333333333,0.5393598899705937,4.21e-07,24391195280670.85,317.5,2542.420833333333,23.0,1.9,62.12946859903381,5.7e-06,5,0.4859126579037751,0.3271028037383177
Zr4Br3IS4,-1.5458641398790796,16.0,53.0,37.0,31.83333333333333,16.0,44.0,96.0,75.75,21.166666666666668,44.0,265.8,2128.0,937.4741666666667,388.36,2.0,175.0,70.0,2.96,1.63,2.265,1.33,2.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.6666666666666666,0.0,8.0,0.0,1.0,3.6666666666666665,43.015,27.281875,0.0,2.202,0.0,0.0,64.0,194.0,109.33333333333331,56.44444444444444,155,14.02,21000.0,22.75,39.49583333333333,640100,8.141666666666666,-6.6,-4.027581150943397,2.5724188490566027,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.333333333333333,0.560112033611204,4.21e-07,2000000000000000.0,3505.7375,3603.825,23.0,1.9,33.94806763285023,5.7e-06,4,0.5400617248673216,0.3333333333333333
Zr4Br4O4,-2.186951942305043,8.0,40.0,32.0,27.666666666666668,8.0,44.0,95.0,75.33333333333333,20.88888888888889,44.0,54.8,2128.0,816.2000000000002,54.8,3.0,175.0,109.0,3.44,2.11,2.5766666666666667,1.33,2.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.6666666666666666,0.0,8.0,0.0,1.0,3.6666666666666665,29.48,20.593333333333334,0.0,1.457,0.0,0.0,12.0,194.0,90.0,69.33333333333333,155,14.02,21000.0,25.36,43.476,640100,7.250666666666667,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,1.0,2.333333333333333,0.5773502691896258,4.21e-07,24391195280670.85,317.5,2541.079166666667,23.0,1.9,61.16280193236714,5.7e-06,3,0.5773502691896257,0.3333333333333333
Zr4Br4S4,-1.4511840133894751,16.0,40.0,24.0,30.33333333333333,16.0,44.0,95.0,75.66666666666667,21.11111111111111,44.0,265.8,2128.0,927.3866666666668,265.8,2.0,175.0,70.0,2.96,1.63,2.29,1.33,2.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.6666666666666666,0.0,8.0,0.0,1.0,3.6666666666666665,29.48,26.15395833333333,0.0,2.202,0.0,0.0,64.0,194.0,109.33333333333331,56.44444444444444,155,14.02,21000.0,22.75,41.266666666666666,640100,7.949999999999999,-6.6,-4.027581150943397,2.5724188490566027,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.333333333333333,0.5773502691896258,4.21e-07,2000000000000000.0,3505.7375,3603.825,23.0,1.9,33.464734299516905,5.7e-06,3,0.5773502691896257,0.3333333333333333
Zr4Br4Se4,-1.3242785237675971,34.0,40.0,6.0,36.333333333333336,34.0,44.0,95.0,76.0,21.33333333333333,44.0,265.8,2128.0,962.6,265.8,1.0,175.0,55.0,2.96,1.63,2.28,1.33,2.0,2.0,2.0,0.0,5.0,2.0,10.0,8.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.6666666666666666,0.0,8.0,0.0,1.0,3.6666666666666665,29.48,26.19833333333333,0.0,1.457,0.0,0.0,14.0,194.0,90.66666666666669,68.8888888888889,155,14.02,21000.0,25.36,42.13766666666667,640100,8.24,-6.6,-3.48,3.12,-0.0699999999999998,0.725294373888687,0.7952943738886868,3.0,1.0,2.333333333333333,0.5773502691896258,4.21e-07,24391195280670.85,3350.0,3551.9125,23.0,1.9,33.6647342995169,5.7e-06,3,0.5773502691896257,0.2432432432432432
Zr4Br4Te4,-1.0605154734661248,35.0,52.0,17.0,42.333333333333336,35.0,44.0,95.0,76.33333333333333,21.55555555555556,44.0,265.8,2128.0,1038.82,265.8,1.0,175.0,55.0,2.96,1.63,2.1300000000000003,1.33,2.0,2.0,2.0,0.0,5.0,2.0,10.0,8.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.6666666666666666,0.0,8.0,0.0,1.0,3.6666666666666665,34.7633333333,29.1461111111,0.0,1.457,0.0,0.0,64.0,194.0,136.66666666666666,48.44444444444445,155,14.02,21000.0,25.36,42.26,640100,8.816666666666666,-6.6,-3.14,3.4599999999999995,-0.1103408197224911,0.725294373888687,0.8356351936111781,3.0,1.0,2.333333333333333,0.5773502691896258,4.21e-07,78000000000.0,2610.0,3305.245833333333,23.0,1.9,52.56473429951691,5.7e-06,3,0.5773502691896257,0.2432432432432432
Zr4C3,-0.5536957661152135,6.0,40.0,34.0,25.428571428571427,40.0,44.0,77.0,58.142857142857146,16.163265306122447,44.0,2128.0,3823.0,2854.428571428572,2128.0,3.0,175.0,99.0,2.55,1.2199999999999998,1.8528571428571428,1.33,2.0,2.0,2.0,0.0,2.0,0.979591836734694,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.959183673469388,0.0,8.0,8.0,4.0,6.285714285714286,23.195,15.671428571428573,0.0,4.496,0.0,0.0,194.0,194.0,194.0,0.0,155,5.29,21000.0,6.115,17.112142857142857,640100,15.561905612244898,-6.6,-4.027581150943397,2.5724188490566027,0.0931763597672534,0.725294373888687,0.6321180141214335,3.0,1.0,2.571428571428572,0.7071067811865476,4.21e-07,1e-05,3800.0,10035.714285714286,140.0,33.0,66.02525879917184,5.7e-06,2,0.7142857142857142,0.2142857142857142
Zr4C3Cl2,-1.2526620516970093,6.0,40.0,34.0,23.55555555555556,40.0,44.0,94.0,66.11111111111111,19.65432098765432,44.0,171.6,3823.0,2258.2444444444445,2128.0,3.0,175.0,99.0,3.16,1.83,2.143333333333333,1.33,2.0,2.0,2.0,0.0,5.0,1.5802469135802468,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,1.6296296296296298,0.0,8.0,8.0,1.0,5.111111111111111,24.4975,17.632777777777775,0.0,4.496,0.0,0.0,64.0,194.0,165.11111111111111,44.93827160493827,155,5.29,21000.0,6.115,20.853666666666665,640100,12.588148809523808,-6.6,-1.79,4.81,0.0931763597672534,0.725294373888687,0.6321180141214335,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,10.0,206.0,7851.333333333333,140.0,1.1,51.59742351046698,5.7e-06,3,0.5983516452371671,0.3809523809523809
Zr4C3F2,-1.717285530187346,6.0,40.0,34.0,21.77777777777778,40.0,44.0,93.0,65.88888888888889,19.45679012345679,44.0,53.5,3823.0,2232.0,2128.0,3.0,175.0,118.0,3.98,2.65,2.325555555555556,1.33,2.0,2.0,2.0,0.0,5.0,1.5802469135802468,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,1.6296296296296298,0.0,8.0,8.0,1.0,5.111111111111111,23.195,14.346111111111112,0.0,4.496,0.0,0.0,15.0,194.0,154.22222222222223,61.876543209876544,155,5.29,21000.0,6.115,20.265888888888888,640100,12.227482142857143,-6.6,-1.86,4.739999999999999,0.0931763597672534,0.725294373888687,0.6321180141214335,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,24391195280670.85,3505.7375,8584.608333333334,140.0,33.0,71.5294685990338,5.7e-06,3,0.5983516452371671,0.3809523809523809
Zr4C3F2S2,-1.0730752627681774,6.0,40.0,34.0,20.727272727272727,40.0,44.0,93.0,69.9090909090909,18.84297520661157,44.0,53.5,3823.0,1896.7927272727277,2128.0,3.0,175.0,118.0,3.98,2.65,2.3718181818181816,1.33,2.0,2.0,2.0,0.0,5.0,1.6859504132231409,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,1.421487603305785,0.0,8.0,8.0,1.0,4.545454545454546,25.786875,16.42625,0.0,4.496,0.0,0.0,15.0,194.0,138.9090909090909,70.11570247933884,155,5.29,21000.0,6.115,20.71754545454545,640100,10.531576298701298,-6.6,-1.86,4.739999999999999,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.363636363636364,0.5640760748177661,4.21e-07,2000000000000000.0,3505.7375,7661.177272727274,140.0,7.7,59.92411067193675,5.7e-06,4,0.5222329678670935,0.4444444444444444
Zr4C3H2,-0.7329655018861985,1.0,40.0,39.0,20.0,40.0,44.0,92.0,65.66666666666667,19.259259259259256,44.0,14.01,3823.0,2223.2244444444445,2128.0,4.0,175.0,144.0,2.55,1.2199999999999998,1.93,1.33,1.0,2.0,2.0,0.0,2.0,0.8888888888888888,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,1.7777777777777777,0.0,8.0,8.0,1.0,5.111111111111111,23.195,13.658888888888889,0.0,7.853,0.0,0.0,194.0,194.0,194.0,0.0,155,5.29,21000.0,6.115,19.23050574712644,640100,14.869136904761904,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,2.0,2.2222222222222223,0.98058067569092,4.21e-07,24391195280670.85,1270.0,8087.777777777777,140.0,33.0,71.5294685990338,5.7e-06,3,0.5983516452371671,0.1999999999999999
Zr4C3H2O2,-1.2739557841867524,1.0,40.0,39.0,17.818181818181817,40.0,44.0,92.0,69.54545454545455,18.57851239669421,44.0,14.01,3823.0,1828.9654545454543,2128.0,4.0,175.0,144.0,3.44,2.11,2.204545454545454,1.33,1.0,2.0,2.0,0.0,4.0,1.3884297520661155,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,1.586776859504132,0.0,8.0,8.0,1.0,4.545454545454546,23.195,12.830909090909092,0.0,7.853,0.0,0.0,12.0,194.0,160.9090909090909,54.14876033057852,155,5.29,21000.0,6.115,21.07550470219436,640100,12.31147564935065,-6.6,-4.027581150943397,2.5724188490566027,0.093176359767253,0.725294373888687,0.632118014121434,3.0,2.0,2.1818181818181817,0.8393720596645176,4.21e-07,24391195280670.85,317.5,6675.0,140.0,33.0,75.03214756258234,5.7e-06,4,0.5222329678670935,0.3333333333333333
Zr4C3H2S2,-0.7810132411857544,1.0,40.0,39.0,19.272727272727277,40.0,44.0,92.0,69.72727272727273,18.71074380165289,44.0,14.01,3823.0,1889.6127272727276,2128.0,4.0,175.0,144.0,2.58,1.25,2.048181818181818,1.33,1.0,2.0,2.0,0.0,4.0,1.3884297520661155,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,1.586776859504132,0.0,8.0,8.0,1.0,4.545454545454546,25.786875,15.863977272727272,0.0,7.853,0.0,0.0,70.0,194.0,171.45454545454547,36.89256198347107,155,5.29,21000.0,6.115,19.87041379310345,640100,12.692930194805196,-6.6,-4.027581150943397,2.5724188490566027,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,2.0,2.1818181818181817,0.8393720596645176,4.21e-07,2000000000000000.0,1270.0,7254.679545454546,140.0,7.7,59.92411067193675,5.7e-06,4,0.5222329678670935,0.3333333333333333
Zr4C3O2,-1.648297919926481,6.0,40.0,34.0,21.55555555555556,40.0,44.0,87.0,64.55555555555556,18.271604938271608,44.0,54.8,3823.0,2232.288888888889,2128.0,3.0,175.0,109.0,3.44,2.11,2.2055555555555557,1.33,2.0,2.0,2.0,0.0,4.0,1.382716049382716,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,1.580246913580247,0.0,8.0,8.0,2.0,5.333333333333333,23.195,14.212222222222222,0.0,4.496,0.0,0.0,12.0,194.0,153.55555555555554,62.91358024691359,155,5.29,21000.0,6.115,19.837888888888887,640100,12.281926587301587,-6.6,-4.027581150943397,2.5724188490566027,0.0931763597672534,0.725294373888687,0.6321180141214335,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,24391195280670.85,317.5,7876.111111111111,140.0,33.0,71.5294685990338,5.7e-06,3,0.5983516452371671,0.35
Zr4C3S2,-1.061982980517205,6.0,40.0,34.0,23.33333333333333,40.0,44.0,88.0,64.77777777777777,18.469135802469136,44.0,388.36,3823.0,2306.4133333333334,2128.0,3.0,175.0,99.0,2.58,1.25,2.0144444444444445,1.33,2.0,2.0,2.0,0.0,4.0,1.382716049382716,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,1.580246913580247,0.0,8.0,8.0,2.0,5.333333333333333,25.786875,17.919305555555557,0.0,4.496,0.0,0.0,70.0,194.0,166.44444444444446,42.86419753086419,155,5.29,21000.0,6.115,18.365,640100,12.748148809523808,-6.6,-4.027581150943397,2.5724188490566027,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,2000000000000000.0,3505.7375,8584.608333333334,140.0,7.7,53.06409017713364,5.7e-06,3,0.5983516452371671,0.35
Zr4Cl2N3,-1.761640364446704,7.0,40.0,33.0,23.88888888888889,40.0,44.0,94.0,67.77777777777777,21.135802469135804,44.0,63.05,2128.0,1004.9277777777778,2128.0,3.0,175.0,104.0,3.16,1.83,2.306666666666666,1.33,2.0,2.0,2.0,0.0,5.0,1.8765432098765435,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,1.1851851851851851,0.0,8.0,8.0,1.0,4.777777777777778,24.4975,20.67569444444445,0.0,6.437,0.0,0.0,64.0,194.0,165.11111111111111,44.93827160493827,155,13.54,21000.0,25.36,28.52333333333333,640100,8.806666666666665,-8.31,-1.79,6.5200000000000005,-0.1999999999999993,0.725294373888687,0.9252943738886864,3.0,1.0,2.4444444444444446,0.6201736729460423,4.21e-07,24391195280670.85,206.0,1845.8666666666663,23.0,1.1,70.86215780998388,5.7e-06,3,0.5983516452371671,0.4222222222222222
