formula,hform,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData range Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData minimum NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData maximum NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,DemlData maximum atom_radius,DemlData minimum molar_vol,DemlData maximum heat_fusion,DemlData minimum heat_cap,DemlData mean heat_cap,DemlData minimum first_ioniz,DemlData mean electric_pol,DemlData minimum GGAU_Etot,DemlData maximum GGAU_Etot,DemlData range GGAU_Etot,DemlData minimum FERE correction,DemlData maximum FERE correction,DemlData range FERE correction,PymatgenData maximum block,PymatgenData range block,PymatgenData mean block,PymatgenData std_dev block,PymatgenData minimum electrical_resistivity,PymatgenData maximum electrical_resistivity,PymatgenData minimum velocity_of_sound,PymatgenData mean velocity_of_sound,PymatgenData maximum thermal_conductivity,PymatgenData minimum bulk_modulus,PymatgenData mean bulk_modulus,PymatgenData minimum coefficient_of_linear_thermal_expansion,0-norm,2-norm,frac p valence electrons
Ag2B2Cl2S2,0.2829961195172044,5.0,47.0,42.0,21.25,5.0,65.0,94.0,79.75,11.25,65.0,171.6,2348.0,1035.7225,171.6,3.0,145.0,61.0,3.16,1.2300000000000002,2.4275,1.93,1.0,2.0,1.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,3.0,8.0,1.0,0.0,5.0,1.5,0.0,0.0,0.0,1.0,2.25,25.786875,18.44671875,0.0,2.493,0.0,0.0,64.0,225.0,131.25,64.25,160,4.39,50000.0,11.087,23.284,731000,6.1811116071428565,-4.06,-0.71,3.35,-0.1170095854159561,0.1637562864698361,0.2807658718857923,3.0,1.0,2.25,0.5,1.587e-08,2000000000000000.0,206.0,5627.934375,430.0,1.1,107.2,6e-06,4,0.5,0.3703703703703703
Ag2B2F2O2,-0.8286870160900417,5.0,47.0,42.0,17.25,5.0,65.0,93.0,79.25,10.75,65.0,53.5,2348.0,922.8075,53.5,3.0,145.0,88.0,3.98,2.05,2.8475,1.93,1.0,2.0,1.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,3.0,8.0,1.0,0.0,5.0,1.5,0.0,0.0,0.0,1.0,2.25,16.33,10.57875,0.0,1.97,0.0,0.0,12.0,225.0,104.5,91.0,160,4.39,50000.0,11.087,24.27975,731000,5.250861607142856,-4.99,-0.71,4.28,-0.1170095854159561,0.2300000000000004,0.3470095854159566,3.0,1.0,2.25,0.5,1.587e-08,24391195280670.85,317.5,5655.809375,430.0,90.79420289855072,150.39710144927534,6e-06,4,0.5,0.3703703703703703
Ag2B2I2O2,-0.3330007641604142,5.0,53.0,48.0,28.25,5.0,65.0,96.0,80.0,11.5,65.0,54.8,2348.0,1006.145,54.8,3.0,145.0,79.0,3.44,1.51,2.5175,1.93,1.0,2.0,1.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,3.0,14.0,1.0,0.0,5.0,1.5,0.0,0.0,0.0,1.0,2.25,43.015,18.905625,0.0,1.524,0.0,0.0,12.0,225.0,116.75,78.75,160,4.39,50000.0,11.087,30.06375,731000,6.449111607142857,-4.99,-0.71,4.28,-0.1170095854159561,0.2300000000000004,0.3470095854159566,3.0,1.0,2.25,0.5,1.587e-08,24391195280670.85,317.5,5655.809375,430.0,7.7,129.62355072463768,6e-06,4,0.5,0.2702702702702703
Ag2B2I2S2,0.3380937670818547,5.0,53.0,48.0,30.25,5.0,65.0,96.0,80.25,11.75,65.0,386.85,2348.0,1089.535,386.85,3.0,145.0,61.0,2.66,0.7300000000000002,2.3025,1.93,1.0,2.0,1.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,3.0,14.0,1.0,0.0,5.0,1.5,0.0,0.0,0.0,1.0,2.25,43.015,23.07609375,0.0,2.202,0.0,0.0,64.0,225.0,131.25,64.25,160,4.39,50000.0,11.087,28.40675,731000,6.973611607142857,-4.06,-0.71,3.35,-0.1170095854159561,0.0931763597672534,0.2101859451832096,3.0,1.0,2.25,0.5,1.587e-08,2000000000000000.0,2600.0,6452.86875,430.0,7.7,108.85,6e-06,4,0.5,0.2702702702702703
Ag2B4Br2F4N2,-1.153683481055386,5.0,47.0,42.0,16.714285714285715,5.0,65.0,95.0,81.71428571428571,10.326530612244898,72.0,53.5,2348.0,909.54,53.5,3.0,145.0,88.0,3.98,2.05,2.8528571428571428,2.04,1.0,2.0,2.0,0.0,5.0,1.8775510204081631,10.0,10.0,0.0,0.0,3.0,14.0,1.0,0.0,5.0,1.7551020408163265,1.0,0.0,0.0,1.0,2.4285714285714284,29.48,13.476964285714285,0.0,6.437,1.524,0.0,15.0,225.0,120.71428571428572,76.61224489795919,160,4.39,50000.0,11.087,30.70657142857143,731000,5.336127551020407,-8.31,-0.71,7.6,-0.1999999999999993,0.1562132233429713,0.3562132233429707,3.0,1.0,2.142857142857143,0.3973597071195131,1.587e-08,24391195280670.85,333.6,6550.116071428572,430.0,1.9,144.8975155279503,6e-06,5,0.4738035414793428,0.3773584905660377
Ag2B4Br2H4N2,-0.0829387199563983,1.0,47.0,46.0,14.428571428571429,1.0,65.0,95.0,81.42857142857143,10.081632653061224,72.0,14.01,2348.0,898.257142857143,14.01,4.0,145.0,114.0,3.04,1.11,2.3442857142857143,2.04,1.0,2.0,1.0,0.0,5.0,1.469387755102041,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,2.4285714285714284,29.48,12.593392857142858,0.0,7.853,1.524,0.0,64.0,225.0,171.85714285714286,34.16326530612245,160,4.39,50000.0,11.087,29.375364532019702,731000,8.73254081632653,-8.31,-0.71,7.6,-0.1999999999999993,0.093176359767253,0.2931763597672523,3.0,2.0,1.8571428571428568,0.7254762501100116,1.587e-08,24391195280670.85,333.6,5911.333928571429,430.0,1.9,144.8975155279503,6e-06,5,0.4738035414793428,0.2439024390243902
Ag2B4C2F4I2,-0.845003662038323,5.0,53.0,48.0,19.142857142857142,5.0,65.0,96.0,81.14285714285714,11.020408163265303,72.0,53.5,3823.0,1463.9685714285715,53.5,3.0,145.0,88.0,3.98,2.05,2.74,2.04,1.0,2.0,2.0,0.0,5.0,1.959183673469388,10.0,10.0,0.0,0.0,3.0,14.0,1.0,0.0,5.0,1.918367346938776,1.0,0.0,0.0,1.0,2.571428571428572,43.015,14.106428571428571,0.0,4.496,1.524,0.0,15.0,225.0,120.71428571428572,76.61224489795917,160,4.39,50000.0,6.115,24.383857142857146,731000,7.285334183673468,-4.027581150943398,-0.71,3.317581150943398,-0.1170095854159561,0.1562132233429713,0.2732228087589275,3.0,1.0,2.142857142857143,0.3973597071195131,1.587e-08,24391195280670.85,2600.0,9123.8875,430.0,7.7,137.46977225672876,6e-06,5,0.4738035414793428,0.3653846153846153
Ag2B4Cl2F4N2,-1.1821412317898885,5.0,47.0,42.0,14.142857142857142,5.0,65.0,94.0,81.57142857142857,10.20408163265306,72.0,53.5,2348.0,896.0828571428573,53.5,3.0,145.0,88.0,3.98,2.05,2.8814285714285712,2.04,1.0,2.0,2.0,0.0,5.0,1.8775510204081631,10.0,10.0,0.0,0.0,3.0,8.0,1.0,0.0,5.0,1.7551020408163265,1.0,0.0,0.0,1.0,2.4285714285714284,24.4975,12.765178571428573,0.0,6.437,1.524,0.0,15.0,225.0,120.71428571428572,76.61224489795919,160,4.39,50000.0,11.087,24.743571428571425,731000,5.211841836734693,-8.31,-0.71,7.6,-0.1999999999999993,0.1637562864698361,0.3637562864698354,3.0,1.0,2.142857142857143,0.3973597071195131,1.587e-08,24391195280670.85,206.0,6078.724999999999,430.0,1.1,144.7832298136646,6e-06,5,0.4738035414793428,0.4651162790697674
Ag2B4F4I2N2,-1.1304990408200182,5.0,53.0,48.0,19.285714285714285,5.0,65.0,96.0,81.85714285714286,10.448979591836734,72.0,53.5,2348.0,926.8328571428572,53.5,3.0,145.0,88.0,3.98,2.05,2.81,2.04,1.0,2.0,2.0,0.0,5.0,1.8775510204081631,10.0,10.0,0.0,0.0,3.0,14.0,1.0,0.0,5.0,1.7551020408163265,1.0,0.0,0.0,1.0,2.4285714285714284,43.015,15.410535714285713,0.0,6.437,1.524,0.0,15.0,225.0,120.71428571428572,76.61224489795919,160,4.39,50000.0,11.087,27.67085714285714,731000,5.664698979591836,-8.31,-0.71,7.6,-0.1999999999999993,0.1562132233429713,0.3562132233429707,3.0,1.0,2.142857142857143,0.3973597071195131,1.587e-08,24391195280670.85,333.6,6550.116071428572,430.0,7.7,145.72608695652173,6e-06,5,0.4738035414793428,0.3773584905660377
Ag2B4H4I2N2,-0.0501710451238466,1.0,53.0,52.0,17.0,1.0,65.0,96.0,81.57142857142857,10.20408163265306,72.0,14.01,2348.0,915.5500000000002,14.01,4.0,145.0,114.0,3.04,1.11,2.301428571428571,2.04,1.0,2.0,1.0,0.0,5.0,1.469387755102041,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,2.4285714285714284,43.015,14.526964285714286,0.0,7.853,1.524,0.0,64.0,225.0,171.85714285714286,34.16326530612245,160,4.39,50000.0,11.087,26.339650246305418,731000,9.06111224489796,-8.31,-0.71,7.6,-0.1999999999999993,0.0931763597672534,0.2931763597672527,3.0,2.0,1.8571428571428568,0.7254762501100116,1.587e-08,24391195280670.85,333.6,5911.333928571429,430.0,7.7,145.72608695652173,6e-06,5,0.4738035414793428,0.2439024390243902
Ag2B6H8I2N2,-0.066504919284916,1.0,53.0,52.0,12.6,1.0,65.0,96.0,82.7,10.1,92.0,14.01,2348.0,878.4870000000001,14.01,4.0,145.0,114.0,3.04,1.11,2.255,2.2,1.0,2.0,1.0,0.0,5.0,1.16,10.0,10.0,0.0,0.0,1.0,16.0,1.0,1.0,5.0,2.08,0.0,0.0,0.0,1.0,2.4,43.015,12.209125,0.0,7.853,7.853,0.0,64.0,225.0,175.7,28.160000000000004,160,4.39,50000.0,11.087,24.875410344827586,731000,10.0761125,-8.31,-0.71,7.6,-0.1999999999999993,0.0931763597672534,0.2931763597672527,3.0,2.0,1.7,0.754615428178118,1.587e-08,24391195280670.85,333.6,6011.93375,430.0,7.7,152.16710144927535,6e-06,5,0.5291502622129182,0.2391304347826087
Ag2Ba2,-0.1566519860301727,47.0,56.0,9.0,51.5,47.0,9.0,65.0,37.0,28.0,9.0,1000.0,1234.93,1117.465,1000.0,1.0,215.0,70.0,1.93,1.04,1.41,0.89,1.0,2.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,63.59,39.96,0.0,0.0,0.0,0.0,225.0,229.0,227.0,2.0,215,10.27,11300.0,25.35,26.71,502900,23.450000000000003,-1.93,-0.71,1.22,-0.1170095854159561,0.5355007537129828,0.652510339128939,3.0,2.0,2.0,1.4142135623730951,1.587e-08,3.32e-07,1620.0,2110.0,430.0,9.6,54.8,1.89e-05,2,0.7071067811865476,0.0
Ag2BaO8,-0.508416852694464,8.0,56.0,48.0,19.454545454545453,8.0,9.0,87.0,75.9090909090909,16.132231404958677,87.0,54.8,1234.93,355.29636363636365,54.8,4.0,215.0,149.0,3.44,2.55,2.933636363636363,3.44,1.0,2.0,2.0,0.0,4.0,1.586776859504132,10.0,10.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,0.793388429752066,2.0,0.0,0.0,0.0,1.6363636363636365,63.59,15.371818181818185,0.0,0.0,0.0,0.0,12.0,229.0,70.45454545454545,85.02479338842976,215,10.27,11300.0,25.35,28.52672727272727,502900,5.501454545454546,-4.99,-0.71,4.28,-0.1170095854159561,0.5355007537129828,0.652510339128939,3.0,2.0,2.090909090909091,0.7844645405527362,1.587e-08,24391195280670.85,317.5,850.9090909090909,430.0,9.6,85.08669301712779,1.627619047619048e-05,3,0.7551476239016431,0.4444444444444444
Ag2BaS8,-0.2821325577546651,16.0,56.0,40.0,25.272727272727277,16.0,9.0,88.0,76.63636363636364,16.52892561983471,88.0,388.36,1234.93,597.8854545454545,388.36,3.0,215.0,110.0,2.58,1.69,2.308181818181818,2.58,1.0,2.0,2.0,0.0,4.0,1.586776859504132,10.0,10.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,0.793388429752066,2.0,0.0,0.0,0.0,1.6363636363636365,63.59,27.504090909090905,0.0,2.202,2.202,0.0,70.0,229.0,112.63636363636364,62.01652892561984,215,10.27,11300.0,22.75,23.706363636363637,502900,7.027272727272727,-4.06,-0.71,3.35,-0.1170095854159561,0.5355007537129828,0.652510339128939,3.0,2.0,2.090909090909091,0.7844645405527362,1.587e-08,2000000000000000.0,1620.0,3169.627272727273,430.0,7.7,24.654545454545453,1.627619047619048e-05,3,0.7551476239016431,0.4444444444444444
Ag2Bi2O4,-0.6158011728898076,8.0,83.0,75.0,36.5,8.0,65.0,87.0,81.25,8.125,87.0,54.8,1234.93,472.2325,54.8,4.0,148.0,82.0,3.44,1.51,2.7075,3.44,1.0,2.0,2.0,0.0,4.0,1.375,10.0,10.0,0.0,0.0,6.0,23.0,1.0,0.0,3.0,0.875,2.0,0.0,0.0,1.0,2.0,32.95,16.872500000000002,0.0,0.0,0.0,0.0,12.0,225.0,65.25,79.875,160,10.27,11300.0,25.35,27.4065,703000,4.051,-4.99,-0.71,4.28,-0.3253003286558815,0.2300000000000004,0.555300328655882,3.0,1.0,2.25,0.5477225575051662,1.587e-08,24391195280670.85,317.5,1256.25,430.0,31.0,78.14710144927535,1.34e-05,3,0.6123724356957945,0.2115384615384615
Ag2Bi2S4,-0.1239141592147579,16.0,83.0,67.0,40.5,16.0,65.0,88.0,81.75,8.375,88.0,388.36,1234.93,639.0125,388.36,3.0,148.0,43.0,2.58,0.6500000000000001,2.2775,2.58,1.0,2.0,2.0,0.0,4.0,1.375,10.0,10.0,0.0,0.0,6.0,23.0,1.0,0.0,3.0,0.875,2.0,0.0,0.0,1.0,2.0,32.95,25.2134375,0.0,2.202,2.202,0.0,12.0,225.0,94.25,65.375,160,10.27,11300.0,22.75,24.0925,703000,5.1000000000000005,-4.06,-0.71,3.35,-0.3253003286558815,0.0599999999999996,0.3853003286558811,3.0,1.0,2.25,0.5477225575051662,1.587e-08,2000000000000000.0,1790.0,2850.36875,430.0,7.7,36.6,1.34e-05,3,0.6123724356957945,0.2115384615384615
Ag2Bi2Se4,-0.1272312941893671,34.0,83.0,49.0,49.5,34.0,65.0,89.0,82.25,8.625,89.0,494.0,1234.93,691.8325,494.0,2.0,148.0,28.0,2.55,0.6199999999999999,2.2625,2.55,1.0,2.0,2.0,0.0,4.0,1.375,10.0,0.0,0.0,0.0,11.0,18.0,1.0,0.0,3.0,0.875,2.0,0.0,0.0,1.0,2.0,32.95,25.28,0.0,0.799,0.799,0.0,12.0,225.0,66.25,79.375,160,10.27,11300.0,25.35,25.399,703000,5.535,-4.06,-0.71,3.35,-0.3253003286558815,-0.0699999999999998,0.2553003286558817,3.0,1.0,2.25,0.5477225575051662,1.587e-08,24391195280670.85,1790.0,2772.5,430.0,8.3,36.9,1.34e-05,3,0.6123724356957945,0.1527777777777778
Ag2Bi2Te4,-0.0212957610635573,47.0,83.0,36.0,58.5,52.0,65.0,90.0,82.75,8.875,90.0,544.4,1234.93,806.1624999999999,722.66,1.0,148.0,10.0,2.1,0.1700000000000001,2.0375,2.1,1.0,2.0,2.0,0.0,4.0,1.375,10.0,0.0,0.0,0.0,11.0,18.0,1.0,0.0,3.0,0.875,2.0,0.0,0.0,1.0,2.0,34.7633333333,29.70166666665,0.0,0.464,0.464,0.0,12.0,225.0,135.25,61.625,160,10.27,17500.0,25.35,25.582500000000003,703000,6.4,-4.06,-0.71,3.35,-0.3253003286558815,-0.1103408197224911,0.2149595089333904,3.0,1.0,2.25,0.5477225575051662,1.587e-08,0.0001,1790.0,2402.5,430.0,31.0,65.25,1.34e-05,3,0.6123724356957945,0.1527777777777778
Ag2Br2,-0.3383050172334365,35.0,47.0,12.0,41.0,35.0,65.0,95.0,80.0,15.0,65.0,265.8,1234.93,750.365,265.8,1.0,145.0,25.0,2.96,1.03,2.445,1.93,1.0,2.0,1.0,0.0,5.0,2.5,10.0,0.0,0.0,0.0,11.0,6.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,29.48,22.905,0.0,1.457,0.0,0.0,64.0,225.0,144.5,80.5,160,10.27,11300.0,25.35,50.52,731000,5.125,-4.027581150943397,-0.71,3.317581150943397,-0.1170095854159561,0.093176359767253,0.2101859451832092,3.0,1.0,2.5,0.7071067811865476,1.587e-08,78000000000.0,2600.0,3052.86875,430.0,1.9,50.95,1.627619047619048e-05,2,0.7071067811865476,0.1785714285714285
Ag2Br2C2F4N4,0.1465728076811875,6.0,47.0,41.0,17.142857142857142,7.0,65.0,95.0,83.85714285714286,8.408163265306124,82.0,53.5,3823.0,793.8328571428572,53.5,3.0,145.0,88.0,3.98,2.05,3.068571428571428,3.04,1.0,2.0,2.0,0.0,5.0,1.469387755102041,10.0,10.0,0.0,0.0,4.0,13.0,1.0,0.0,4.0,1.2653061224489797,1.0,0.0,0.0,1.0,2.0,29.48,14.343214285714286,0.0,6.437,1.97,0.0,15.0,225.0,128.71428571428572,83.46938775510203,160,5.29,12779.021739130434,6.115,32.57299999999999,731000,3.715492346938775,-8.31,-0.71,7.6,-0.1999999999999993,0.1562132233429713,0.3562132233429707,3.0,1.0,2.142857142857143,0.3973597071195131,1.587e-08,24391195280670.85,333.6,4590.630357142857,430.0,1.9,71.15383022774327,7.1e-06,5,0.4738035414793428,0.4107142857142857
Ag2Br2C2O2,-0.4483489381420762,6.0,47.0,41.0,24.0,6.0,65.0,95.0,81.0,10.0,65.0,54.8,3823.0,1344.6325,54.8,3.0,145.0,79.0,3.44,1.51,2.72,1.93,1.0,2.0,1.0,0.0,5.0,1.75,10.0,10.0,0.0,0.0,4.0,13.0,1.0,0.0,4.0,1.25,0.0,0.0,0.0,1.0,2.0,29.48,15.138750000000002,0.0,4.496,0.0,0.0,12.0,225.0,123.75,85.75,160,5.29,12779.021739130434,6.115,34.13325,731000,5.874111607142856,-4.99,-0.71,4.28,-0.1170095854159561,0.2300000000000004,0.3470095854159566,3.0,1.0,2.25,0.5,1.587e-08,24391195280670.85,317.5,6193.309375,430.0,1.9,56.42355072463768,7.1e-06,4,0.5,0.2894736842105263
Ag2Br2C2S2,0.4197992110311963,6.0,47.0,41.0,26.0,6.0,65.0,95.0,81.25,10.25,65.0,265.8,3823.0,1428.0224999999998,265.8,3.0,145.0,69.0,2.96,1.03,2.505,1.93,1.0,2.0,1.0,0.0,5.0,1.75,10.0,10.0,0.0,0.0,4.0,13.0,1.0,0.0,4.0,1.25,0.0,0.0,0.0,1.0,2.0,29.48,19.30921875,0.0,4.496,0.0,0.0,64.0,225.0,138.25,71.25,160,5.29,12779.021739130434,6.115,32.47624999999999,731000,6.398611607142856,-4.06,-0.71,3.35,-0.1170095854159561,0.0931763597672534,0.2101859451832096,3.0,1.0,2.25,0.5,1.587e-08,2000000000000000.0,2600.0,6990.36875,430.0,1.9,35.65,7.1e-06,4,0.5,0.2894736842105263
Ag2Br2C4F4N2,-0.6563372961552432,6.0,47.0,41.0,17.0,6.0,65.0,95.0,83.14285714285714,9.020408163265303,77.0,53.5,3823.0,1330.9685714285713,53.5,3.0,145.0,88.0,3.98,2.05,2.998571428571428,2.55,1.0,2.0,2.0,0.0,5.0,1.5918367346938775,10.0,10.0,0.0,0.0,4.0,13.0,1.0,0.0,4.0,1.4285714285714286,1.0,0.0,0.0,1.0,2.142857142857143,29.48,13.039107142857144,0.0,6.437,1.97,0.0,15.0,225.0,128.71428571428572,83.46938775510203,160,5.29,12779.021739130434,6.115,29.286,731000,5.336127551020407,-8.31,-0.71,7.6,-0.1999999999999993,0.1562132233429713,0.3562132233429707,3.0,1.0,2.142857142857143,0.3973597071195131,1.587e-08,24391195280670.85,333.6,7164.401785714285,430.0,1.9,62.897515527950304,7.1e-06,5,0.4738035414793428,0.4
Ag2Br2C4H4N2,-0.0986158146584829,1.0,47.0,46.0,14.714285714285714,1.0,65.0,95.0,82.85714285714286,8.693877551020408,77.0,14.01,3823.0,1319.685714285714,14.01,4.0,145.0,114.0,3.04,1.11,2.49,2.2,1.0,2.0,1.0,0.0,5.0,1.469387755102041,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,4.0,1.673469387755102,0.0,0.0,0.0,1.0,2.142857142857143,29.48,12.155535714285715,0.0,7.853,4.496,0.0,64.0,225.0,179.85714285714286,33.10204081632653,160,5.29,12779.021739130434,6.115,27.954793103448274,731000,8.73254081632653,-8.31,-0.71,7.6,-0.1999999999999993,0.0931763597672534,0.2931763597672527,3.0,2.0,1.8571428571428568,0.7254762501100116,1.587e-08,24391195280670.85,333.6,6525.619642857143,430.0,1.9,62.897515527950304,7.1e-06,5,0.4738035414793428,0.2790697674418604
Ag2Br2C6F4,-0.3944199449600764,6.0,47.0,41.0,16.857142857142858,6.0,65.0,95.0,82.42857142857143,9.63265306122449,77.0,53.5,3823.0,1868.1042857142857,3823.0,3.0,145.0,88.0,3.98,2.05,2.9285714285714284,2.55,1.0,2.0,2.0,0.0,5.0,1.7142857142857142,10.0,10.0,0.0,0.0,4.0,13.0,1.0,0.0,4.0,1.5918367346938775,4.0,0.0,0.0,1.0,2.2857142857142856,29.48,11.735,0.0,4.496,4.496,0.0,15.0,225.0,128.71428571428572,83.46938775510203,160,5.29,12779.021739130434,6.115,25.999,731000,6.95676275510204,-4.027581150943397,-0.71,3.317581150943397,-0.1170095854159561,0.1562132233429713,0.2732228087589275,3.0,1.0,2.142857142857143,0.4200840252084029,1.587e-08,24391195280670.85,2600.0,9738.173214285716,430.0,1.9,54.64120082815735,7.1e-06,4,0.5532833351724881,0.3888888888888889
Ag2Br2C6H4,0.1441086404006374,1.0,47.0,46.0,14.571428571428571,6.0,65.0,95.0,82.14285714285714,9.306122448979592,77.0,14.01,3823.0,1856.821428571429,3823.0,4.0,145.0,114.0,2.96,1.03,2.4199999999999995,2.55,1.0,2.0,2.0,0.0,5.0,1.346938775510204,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,4.0,1.836734693877551,4.0,0.0,0.0,1.0,2.2857142857142856,29.48,10.851428571428572,0.0,7.853,4.496,0.0,64.0,225.0,179.85714285714286,33.10204081632653,160,5.29,12779.021739130434,6.115,24.667793103448275,731000,10.353176020408162,-4.027581150943397,-0.71,3.317581150943397,-0.1170095854159561,0.0931763597672534,0.2101859451832096,3.0,2.0,1.8571428571428568,0.7669649888473704,1.587e-08,24391195280670.85,1270.0,9099.391071428572,430.0,1.9,54.64120082815735,7.1e-06,4,0.5532833351724881,0.2619047619047619
Ag2Br2C6H8N2,-0.1588219715229179,1.0,47.0,46.0,11.1,1.0,65.0,95.0,84.1,8.5,92.0,14.01,3823.0,1308.882,14.01,4.0,145.0,114.0,3.04,1.11,2.438,2.2,1.0,2.0,1.0,0.0,5.0,1.4,10.0,10.0,0.0,0.0,1.0,16.0,1.0,1.0,4.0,1.72,0.0,0.0,0.0,1.0,2.1,29.48,10.395875,0.0,7.853,7.853,0.0,64.0,225.0,184.1,24.020000000000003,160,5.29,12779.021739130434,6.115,25.508810344827587,731000,9.846112499999998,-8.31,-0.71,7.6,-0.1999999999999993,0.0931763597672534,0.2931763597672527,3.0,2.0,1.7,0.754615428178118,1.587e-08,24391195280670.85,333.6,6656.933750000001,430.0,1.9,65.48710144927534,7.1e-06,5,0.5291502622129182,0.2857142857142857
Ag2Br2C8H8,0.0261800300508753,1.0,47.0,46.0,11.0,1.0,65.0,95.0,83.6,9.0,77.0,14.01,3823.0,1684.877,14.01,4.0,145.0,114.0,2.96,1.03,2.389,2.2,1.0,2.0,1.0,0.0,5.0,1.3,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,4.0,1.84,0.0,0.0,0.0,1.0,2.2,29.48,9.483,0.0,7.853,4.496,0.0,64.0,225.0,184.1,24.020000000000003,160,5.29,12779.021739130434,6.115,23.20791034482759,731000,10.980557142857142,-4.027581150943397,-0.71,3.317581150943397,-0.1170095854159561,0.0931763597672534,0.2101859451832096,3.0,2.0,1.7,0.7881701093115123,1.587e-08,24391195280670.85,1270.0,8458.57375,430.0,1.9,59.70768115942028,7.1e-06,4,0.5830951894845301,0.2708333333333333
Ag2Br2H4N6,0.1923672863689063,1.0,47.0,46.0,15.0,7.0,65.0,95.0,84.28571428571429,7.469387755102042,82.0,14.01,1234.93,245.4142857142857,63.05,4.0,145.0,114.0,3.04,1.11,2.63,3.04,1.0,2.0,2.0,0.0,5.0,1.7142857142857142,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,3.0,1.346938775510204,3.0,0.0,0.0,1.0,1.8571428571428568,29.48,14.763750000000002,0.0,7.853,6.437,0.0,64.0,225.0,179.85714285714286,33.10204081632653,160,10.27,11300.0,25.35,34.52879310344827,731000,5.491270408163265,-8.31,-0.71,7.6,-0.1999999999999993,0.093176359767253,0.2931763597672523,3.0,2.0,1.8571428571428568,0.7669649888473704,1.587e-08,24391195280670.85,333.6,1378.0767857142855,430.0,1.9,79.41014492753622,1.627619047619048e-05,4,0.5532833351724882,0.3111111111111111
Ag2Br2N2,1.0472344725448182,7.0,47.0,40.0,29.666666666666668,7.0,65.0,95.0,80.66666666666667,10.444444444444445,65.0,63.05,1234.93,521.26,63.05,3.0,145.0,74.0,3.04,1.11,2.643333333333333,1.93,1.0,2.0,1.0,0.0,5.0,1.777777777777778,10.0,10.0,0.0,0.0,5.0,12.0,1.0,0.0,3.0,1.111111111111111,0.0,0.0,0.0,1.0,1.6666666666666667,29.48,20.192916666666665,0.0,6.437,0.0,0.0,64.0,225.0,161.0,64.66666666666667,160,10.27,11300.0,25.35,43.388,731000,3.783333333333333,-8.31,-0.71,7.6,-0.1999999999999993,0.093176359767253,0.2931763597672523,3.0,1.0,2.333333333333333,0.5773502691896258,1.587e-08,24391195280670.85,333.6,2146.4458333333337,430.0,1.9,64.23140096618357,1.627619047619048e-05,3,0.5773502691896257,0.2424242424242424
